transaction_id,datetime,transaction_type,transaction_type_action,transaction_quantity,quantity_on_hand,medication_id,medication,hospital_id,hospital_name,hospital_ward_id,hospital_ward_name
782,2022-10-18 13:45:55,V,Event,1.0,20,1039369,SITagliptin Phospha 25mg SPLITab,2,St Joseph's,43,RX
783,2022-10-18 13:45:55,G,Pick,1.0,20,1039374,SITagliptin Phospha 25mg SPLITab,2,St Joseph's,43,RX
784,2022-10-18 13:46:16,V,Event,1.0,12,1044470,mirtazapine 7.5mg SPLITab,2,St Joseph's,43,RX
785,2022-10-18 13:46:16,V,Event,1.0,12,1044470,mirtazapine 7.5mg SPLITab,2,St Joseph's,43,RX
786,2022-10-18 13:46:55,G,Pick,1.0,6,1036199,bisoprolol fumarat 2.5mg SPLITab,2,St Joseph's,43,RX
787,2022-10-18 13:47:04,V,Event,1.0,100,1037096,ticagrelor 90MG tab,2,St Joseph's,43,RX
788,2022-10-18 13:47:40,I,Issue,1.0,953441,984256,.patient's other medications,2,St Joseph's,84,7S
789,2022-10-18 13:47:54,N,Null,0.0,18,1031279,Atazanavir Sulfate 300mg CAPSULE,2,St Joseph's,43,RX
790,2022-10-18 13:47:56,N,Null,0.0,18,1031279,Atazanavir Sulfate 300mg CAPSULE,2,St Joseph's,43,RX
791,2022-10-18 13:47:56,R,Return,-1.0,79648,985282,.patient's other medications,2,St Joseph's,64,4P1
792,2022-10-18 13:48:55,V,Event,1.0,17,1002158,Atazanavir Sulfate 300mg CAPSULE,2,St Joseph's,43,RX
793,2022-10-18 13:52:06,G,Pick,0.0,31,1033428,immune glo 10gm/100mL 100mL vial,2,St Joseph's,43,RX
794,2022-10-18 13:52:13,G,Pick,0.0,70,1008750,heparin ( 1000units/1ml 2ml vial,2,St Joseph's,43,RX
795,2022-10-18 13:52:07,I,Issue,1.0,4,1045128,scopolamine 1.5mg patch,2,St Joseph's,76,PREPOST
796,2022-10-18 13:52:20,D,Discrepancy,1.0,74,1038471,insulin det 100units/1ml 3ml pen,2,St Joseph's,43,RX
797,2022-10-18 13:52:20,C,Cycle Count,74.0,74,1038471,insulin det 100units/1ml 3ml pen,2,St Joseph's,43,RX
798,2022-10-18 13:52:24,G,Pick,1.0,790,1012385,divalproex (DEPAKOT 500mg tablet,2,St Joseph's,43,RX
799,2022-10-18 13:52:23,I,Issue,1.0,2,1015590,metoclopramide 10mg/2ml 2ml vial,2,St Joseph's,76,PREPOST
800,2022-10-18 13:52:45,V,Event,1.0,28,1014829,bacitracin oint tube,2,St Joseph's,43,RX
801,2022-10-18 13:52:45,G,Pick,1.0,28,1014486,bacitracin oint tube,2,St Joseph's,43,RX
802,2022-10-18 13:52:58,V,Event,1.0,360,1037636,DULoxetine 30mg capsule,2,St Joseph's,43,RX
803,2022-10-18 13:52:58,G,Pick,1.0,360,1037637,DULoxetine 30mg capsule,2,St Joseph's,43,RX
804,2022-10-18 13:53:13,W,Waste,0.75,0,1040044,HYDROmorphone 2mg/1ml 1ml vial,2,St Joseph's,84,7S
805,2022-10-18 13:53:50,G,Pick,1.0,19,1008823,salmeterol-fluticasone 2 1ea mdi,2,St Joseph's,43,RX
806,2022-10-18 13:53:42,I,Issue,1.0,13,1042348,rocuronium 10mg/1ml 5ml vial,2,St Joseph's,12,OR
807,2022-10-18 13:53:45,O,Supplemental Restock,-10.0,15,1037093,EPINEPHrine 1mg/1ml 1ml ampule,2,St Joseph's,44,SDS
808,2022-10-18 13:53:46,I,Issue,1.0,14,1042492,neostigmine 1mg/1mL 5mL syringe,2,St Joseph's,12,OR
809,2022-10-18 13:53:49,I,Issue,1.0,4,989056,labetalol (NOR 5mg/1ml 20ml vial,2,St Joseph's,18,CICU12
810,2022-10-18 13:54:19,G,Pick,1.0,26,1008655,tiotropium (SPIRIVA) 18mcg mdi,2,St Joseph's,43,RX
811,2022-10-18 13:54:24,I,Issue,1.0,61109,984353,.patient's other medications,2,St Joseph's,84,7S
812,2022-10-18 13:54:32,G,Pick,6.0,163,1033488,gabapentin 400mg capsule,2,St Joseph's,43,RX
813,2022-10-18 13:54:34,D,Discrepancy,2.0,2,1031782,lidocaine  1% 10mg/1ml 5ml vial,2,St Joseph's,44,SDS
814,2022-10-18 13:54:36,I,Issue,2.0,2,1037021,fentaNYL 100mCg/2ml 2ml vial,2,St Joseph's,89,STOP
815,2022-10-18 13:54:34,O,Supplemental Restock,-16.0,18,1031782,lidocaine  1% 10mg/1ml 5ml vial,2,St Joseph's,44,SDS
816,2022-10-18 13:55:16,G,Pick,1.0,33,1043875,rosuvastatin (CRESTO 40mg tablet,2,St Joseph's,43,RX
817,2022-10-18 13:55:11,I,Issue,1.0,7,1002544,0.9% sodium chloride 1000ml bag,2,St Joseph's,88,5E (YAC)
818,2022-10-18 13:55:41,G,Pick,2.0,486,1023509,meloxicam 7.5mg tablet,2,St Joseph's,43,RX
819,2022-10-18 13:55:55,V,Event,1.0,109,1038389,QUEtiapine XR 50mg tablet,2,St Joseph's,43,RX
820,2022-10-18 13:55:55,G,Pick,1.0,109,1038390,QUEtiapine XR 50mg tablet,2,St Joseph's,43,RX
821,2022-10-18 13:56:06,N,Null,0.0,194,1038545,rOPINIRole 1mg tablet,2,St Joseph's,43,RX
822,2022-10-18 13:56:26,G,Pick,1.0,25,1008655,tiotropium (SPIRIVA) 18mcg mdi,2,St Joseph's,43,RX
823,2022-10-18 13:56:53,V,Event,1.0,193,1038544,rOPINIRole 1mg tablet,2,St Joseph's,43,RX
824,2022-10-18 13:56:54,N,Null,0.0,181,1012415,venlafaxine (EFFEXOR 25mg tablet,2,St Joseph's,43,RX
825,2022-10-18 13:56:55,D,Discrepancy,1.0,6,1016792,liraglutide 6mg/1mL 3mL PEN,2,St Joseph's,43,RX
826,2022-10-18 13:56:55,C,Cycle Count,6.0,6,1016792,liraglutide 6mg/1mL 3mL PEN,2,St Joseph's,43,RX
827,2022-10-18 13:56:58,V,Event,0.0,6,1008472,liraglutide 6mg/1mL 3mL PEN,2,St Joseph's,43,RX
828,2022-10-18 13:57:12,I,Issue,1.0,2,1039228,niCARdipine 0.2mg/1ml 200ml bag,2,St Joseph's,18,CICU12
829,2022-10-18 13:59:44,G,Pick,2.0,105,1009348,carbidopa-levodopa ER 1ea tablet,2,St Joseph's,43,RX
830,2022-10-18 14:00:00,I,Issue,1.0,14,1037277,fentaNYL 100mCg/2ml 2ml vial,2,St Joseph's,36,EMD
831,2022-10-18 14:00:01,K,Destock,1.0,14,1043579,mercaptopurine  tab 25mg SPLITab,2,St Joseph's,43,RX
832,2022-10-18 14:00:11,V,Event,1.0,13,1041374,mercaptopurine  tab 25mg SPLITab,2,St Joseph's,43,RX
833,2022-10-18 14:00:11,G,Pick,1.0,13,1041373,mercaptopurine  tab 25mg SPLITab,2,St Joseph's,43,RX
834,2022-10-18 14:00:35,V,Event,1.0,41,1033537,letrozole 2.5mg tablet,2,St Joseph's,43,RX
835,2022-10-18 14:00:35,G,Pick,1.0,41,1033538,letrozole 2.5mg tablet,2,St Joseph's,43,RX
836,2022-10-18 14:00:39,V,Event,2.0,104,1000198,indomethacin (INDOC 25mg capsule,2,St Joseph's,43,RX
837,2022-10-18 14:00:39,G,Pick,2.0,104,1009911,indomethacin (INDOC 25mg capsule,2,St Joseph's,43,RX
838,2022-10-18 14:00:57,K,Destock,6.0,72,1021373,methotrexate 2.5mg tablet,2,St Joseph's,43,RX
839,2022-10-18 14:01:07,V,Event,1.0,38,1023266,buPROPion XL 300mg tablet,2,St Joseph's,43,RX
840,2022-10-18 14:01:40,V,Event,3.0,16,1013203,rOPINIRole XR 4mg TABLET,2,St Joseph's,43,RX
841,2022-10-18 14:02:39,V,Event,1.0,33,1040315,anastrozole 1mg TABLET,2,St Joseph's,43,RX
842,2022-10-18 14:02:39,G,Pick,2.0,33,1040316,anastrozole 1mg TABLET,2,St Joseph's,43,RX
843,2022-10-18 14:02:35,I,Issue,1.0,29,1037518,ceFAZolin 2 gm/50 m 1each duplex,2,St Joseph's,76,PREPOST
844,2022-10-18 14:02:36,I,Issue,1.0,27,1017749,0.9% sodium chloride 1000ml bag,2,St Joseph's,36,EMD
845,2022-10-18 14:02:36,I,Issue,1.0,16,1044592,ketorolac 30mg/1ml 1ml vial,2,St Joseph's,644794,ENT
846,2022-10-18 14:03:10,D,Discrepancy,1.0,135,1038492,insulin asp 100units/1ml 3ml pen,2,St Joseph's,43,RX
847,2022-10-18 14:03:10,C,Cycle Count,135.0,135,1038492,insulin asp 100units/1ml 3ml pen,2,St Joseph's,43,RX
848,2022-10-18 14:03:12,G,Pick,0.0,135,1038492,insulin asp 100units/1ml 3ml pen,2,St Joseph's,43,RX
849,2022-10-18 14:03:13,V,Event,1.0,1,1020074,palipe 234mg/1.5ml 1.5ml SYRINGE,2,St Joseph's,43,RX
850,2022-10-18 14:03:13,G,Pick,1.0,1,1020075,palipe 234mg/1.5ml 1.5ml SYRINGE,2,St Joseph's,43,RX
851,2022-10-18 14:03:11,I,Issue,1.0,3,1036832,fentaNYL 100mCg/2ml 2ml vial,2,St Joseph's,64,4P1
852,2022-10-18 14:03:34,I,Issue,1.0,1,990005,0.9% sodium chloride 1000ml bag,2,St Joseph's,36,EMD
853,2022-10-18 14:03:51,I,Issue,1.0,12,1028813,gabapentin 300mg capsule,2,St Joseph's,64,4P1
854,2022-10-18 14:04:45,G,Pick,2.0,24,1038178,OLANZapine 10mg tablet,2,St Joseph's,43,RX
855,2022-10-18 14:05:12,V,Event,2.0,55,1033556,pravastatin 20mg tablet,2,St Joseph's,43,RX
856,2022-10-18 14:05:12,G,Pick,2.0,55,1033557,pravastatin 20mg tablet,2,St Joseph's,43,RX
857,2022-10-18 14:05:10,R,Return,-1.0,11337,1035657,.Return Medications to Pharm Bin,2,St Joseph's,58,2NE
858,2022-10-18 14:05:33,V,Event,1.0,19,1038395,emtricitabine 200 mg/ 1ea TABLET,2,St Joseph's,43,RX
859,2022-10-18 14:05:33,G,Pick,1.0,19,1038375,emtricitabine 200 mg/ 1ea TABLET,2,St Joseph's,43,RX
860,2022-10-18 14:05:38,K,Destock,1.0,8,1037109,CARBOplatin 600mg/60ml 60ml vial,2,St Joseph's,15,ONCOLOGY
861,2022-10-18 14:05:52,V,Event,1.0,32,1041368,vilazodone 40MG tab,2,St Joseph's,43,RX
862,2022-10-18 14:05:52,G,Pick,1.0,32,1041369,vilazodone 40MG tab,2,St Joseph's,43,RX
863,2022-10-18 14:05:55,I,Issue,1.0,13,1034041,0.9% sodium chloride 1000ml bag,2,St Joseph's,82,7TN
864,2022-10-18 14:06:30,I,Issue,1.0,4,1018214,heparin 100units/1mL 5mL syringe,2,St Joseph's,30,CVOPC
865,2022-10-18 14:09:37,I,Issue,1.0,14,1042345,ePHEDrine 25mg/5mL 5mL syringe,2,St Joseph's,12,OR
866,2022-10-18 14:09:47,G,Pick,4.0,23,1013308,iron sucrose i 20mg/1ml 5ml vial,2,St Joseph's,43,RX
867,2022-10-18 14:09:47,V,Event,4.0,23,1013309,iron sucrose i 20mg/1ml 5ml vial,2,St Joseph's,43,RX
868,2022-10-18 14:09:41,I,Issue,1.0,3,1022483,HYDROcodone/acetamino 1ea tablet,2,St Joseph's,644794,ENT
869,2022-10-18 14:09:41,I,Issue,1.0,10,1004600,divalproex (DEPAKOT 500mg tablet,2,St Joseph's,80,5TN
870,2022-10-18 14:10:03,N,Null,0.0,2,1038985,rifAXIMin 550mg tablet,2,St Joseph's,43,RX
871,2022-10-18 14:31:09,N,Null,0.0,7,1042332,rocuronium 10mg/1ml 5ml vial,2,St Joseph's,12,OR
872,2022-10-18 14:31:25,S,Restock,-16.0,30,1036570,diphenhydrAMINE (BE 25mg capsule,2,St Joseph's,45,VS
873,2022-10-18 14:31:30,V,Event,5.0,140,1038111,lactobacillus GG 15Bill capsule,2,St Joseph's,43,RX
874,2022-10-18 14:31:31,G,Pick,5.0,140,1038110,lactobacillus GG 15Bill capsule,2,St Joseph's,43,RX
875,2022-10-18 14:31:37,I,Issue,1.0,26,1043844,perflutren lipid micros 2mL VIAL,2,St Joseph's,30,CVOPC
876,2022-10-18 14:31:51,V,Event,0.0,0,1038984,rifAXIMin 550mg tablet,2,St Joseph's,43,RX
877,2022-10-18 14:32:15,I,Issue,1.0,24,1043844,perflutren lipid micros 2mL VIAL,2,St Joseph's,30,CVOPC
878,2022-10-18 14:32:16,N,Null,0.0,0,1009044,"Aux 1, Zone 1",2,St Joseph's,45,VS
879,2022-10-18 14:32:23,I,Issue,1.0,15,1001755,furosemide (LA 40mg/4ml 4ml vial,2,St Joseph's,82,7TN
880,2022-10-18 14:32:22,N,Null,0.0,12,1042536,neostigmine 1mg/1mL 5mL syringe,2,St Joseph's,12,OR
881,2022-10-18 14:32:36,C,Cycle Count,13.0,13,1042537,glycopyrrolat 0.2mg/1ml 1ml vial,2,St Joseph's,12,OR
882,2022-10-18 14:32:57,I,Issue,1.0,7,1039231,hydrALAZINE 20mg/1ml 1ml vial,2,St Joseph's,58,2NE
883,2022-10-18 14:33:05,V,Event,2.0,50,999156,cholestyramine (light 4gm packet,2,St Joseph's,43,RX
884,2022-10-18 14:33:10,R,Return,-1.0,5,1031640,succinylcholi 20mg/1ml 10ml vial,2,St Joseph's,44,SDS
885,2022-10-18 14:33:21,N,Null,0.0,24,1038939,rivastigmine 13.3mg PATCH,2,St Joseph's,43,RX
886,2022-10-18 14:33:24,N,Null,0.0,24,1038939,rivastigmine 13.3mg PATCH,2,St Joseph's,43,RX
887,2022-10-18 14:33:20,X,Expired,1.0,1,1008789,bupivacaine 0.5% (MARC 50ml vial,2,St Joseph's,12,OR
888,2022-10-18 14:33:44,K,Destock,2.0,1,1021466,CARBOplatin 150mg/15ml 15ml vial,2,St Joseph's,43,RX
889,2022-10-18 14:33:56,D,Discrepancy,-1.0,3,1021315,CARBOplatin 150mg/15ml 15ml vial,2,St Joseph's,43,RX
890,2022-10-18 14:33:56,V,Event,1.0,45,1031675,memantine HCl Exten 28mg CAPSULE,2,St Joseph's,43,RX
891,2022-10-18 14:33:56,V,Event,1.0,45,1031675,memantine HCl Exten 28mg CAPSULE,2,St Joseph's,43,RX
892,2022-10-18 14:33:56,G,Pick,2.0,45,1031676,memantine HCl Exten 28mg CAPSULE,2,St Joseph's,43,RX
893,2022-10-18 14:34:04,V,Event,2.0,1,1021314,CARBOplatin 150mg/15ml 15ml vial,2,St Joseph's,43,RX
894,2022-10-18 14:34:14,G,Pick,1.0,49,1027263,enoxapa 60mg/0.6ml 0.6ml syringe,2,St Joseph's,43,RX
895,2022-10-18 14:34:21,I,Issue,1.0,13,988192,ferrou 7.5mg/0.5ml 0.5ml syringe,2,St Joseph's,24,NICU
896,2022-10-18 14:34:31,K,Destock,1.0,4,1021468,CARBOplatin 450mg/45ml 45ml vial,2,St Joseph's,43,RX
897,2022-10-18 14:34:40,G,Pick,1.0,38,1019412,pioglitazone 15mg tablet,2,St Joseph's,43,RX
898,2022-10-18 14:34:42,G,Pick,1.0,5,1021317,CARBOplatin 450mg/45ml 45ml vial,2,St Joseph's,43,RX
899,2022-10-18 14:34:42,V,Event,1.0,5,1021316,CARBOplatin 450mg/45ml 45ml vial,2,St Joseph's,43,RX
900,2022-10-18 14:35:01,O,Supplemental Restock,-1.0,6,1033929,Amvisc Plus 1only unit,2,St Joseph's,44,SDS
901,2022-10-18 14:37:51,G,Pick,1.0,35,1037968,OLANZapine 2.5mg tablet,2,St Joseph's,43,RX
902,2022-10-18 14:37:55,I,Issue,1.0,10,1020460,ipratro 0.5mg/2.5ml 2.5ml nebule,2,St Joseph's,36,EMD
903,2022-10-18 14:37:54,I,Issue,1.0,1,1036919,midazolam (VERS 2mg/2ml 2ml vial,2,St Joseph's,29,CATHLAB 
904,2022-10-18 14:37:58,I,Issue,1.0,19,1020266,gabapentin 100mg capsule,2,St Joseph's,80,5TN
905,2022-10-18 14:38:02,I,Issue,4.0,30,1034463,albuter 2.5mg/0.5ml 0.5ml nebule,2,St Joseph's,36,EMD
906,2022-10-18 14:38:17,V,Event,2.0,18,1027118,enoxap 120mg/0.8ml 0.8ml syringe,2,St Joseph's,43,RX
907,2022-10-18 14:38:17,G,Pick,4.0,18,1027119,enoxap 120mg/0.8ml 0.8ml syringe,2,St Joseph's,43,RX
908,2022-10-18 14:38:40,G,Pick,4.0,49,1009086,Lacosamide 50mg TABLET,2,St Joseph's,43,RX
909,2022-10-18 14:38:35,I,Issue,1.0,3,1040254,HYDROmorphone 2mg/1ml 1ml vial,2,St Joseph's,644795,4W SPINE
910,2022-10-18 14:38:40,I,Issue,1.0,7,1035539,chlorhexidine (PERIDEX) 15ml cup,2,St Joseph's,82,7TN
911,2022-10-18 14:38:48,I,Issue,1.0,4,1015926,metoclopramide 10mg/2ml 2ml vial,2,St Joseph's,18,CICU12
912,2022-10-18 14:39:06,K,Destock,1.0,14,1022551,meropenem 500mg vial,2,St Joseph's,43,RX
913,2022-10-18 14:39:57,I,Issue,1.0,2,1037576,fentaNYL 100mCg/2ml 2ml vial,2,St Joseph's,42,PACU
914,2022-10-18 14:40:25,I,Issue,1.0,24,1039733,ondansetron 4mg/2ml 2ml vial,2,St Joseph's,15,ONCOLOGY
915,2022-10-18 14:40:38,V,Event,16.0,163,998840,mesalamine (PENTAS 250mg capsule,2,St Joseph's,43,RX
916,2022-10-18 14:40:30,I,Issue,1.0,72900,984145,.patient's other medications,2,St Joseph's,80,5TN
917,2022-10-18 14:40:38,G,Pick,16.0,163,1010858,mesalamine (PENTAS 250mg capsule,2,St Joseph's,43,RX
918,2022-10-18 14:40:41,K,Destock,2.0,2,1039720,vinCRIStine 2mg/2ml 2ml vial,2,St Joseph's,15,ONCOLOGY
919,2022-10-18 14:41:03,R,Return,-1.0,99948,1007758,.patient's other medication 1 ea,2,St Joseph's,32,VN 
920,2022-10-18 14:41:16,V,Event,0.0,4146,984051,0.9% sodium chloride 250ml bag,2,St Joseph's,43,RX
921,2022-10-18 14:41:16,G,Pick,0.0,4146,1012283,0.9% sodium chloride 250ml bag,2,St Joseph's,43,RX
922,2022-10-18 14:41:25,K,Destock,2.0,5,1045309,DACTINomy 0.5mg/0.5ml 0.5ml vial,2,St Joseph's,15,ONCOLOGY
923,2022-10-18 14:41:52,V,Event,1.0,3,1021532,ARIPiprazole ER IM su 400mg VIAL,2,St Joseph's,43,RX
924,2022-10-18 14:42:15,G,Pick,0.0,9998,1012969,0.9% sodium chloride 150ml bag,2,St Joseph's,43,RX
925,2022-10-18 14:42:37,I,Issue,1.0,13,990048,0.9% sodium chloride 1000ml bag,2,St Joseph's,84,7S
926,2022-10-18 14:42:55,G,Pick,1.0,28,1009198,mupirocin 2% (BACTROBA 22gm tube,2,St Joseph's,43,RX
927,2022-10-18 14:43:21,V,Event,1.0,27,985194,mupirocin 2% (BACTROBA 22gm tube    ,2,St Joseph's,43,RX
928,2022-10-18 14:43:21,G,Pick,1.0,27,1009198,mupirocin 2% (BACTROBA 22gm tube,2,St Joseph's,43,RX
929,2022-10-18 14:43:13,I,Issue,1.0,4,1037465,sucralfate 1000mg/10ml 10ml cup,2,St Joseph's,36,EMD
930,2022-10-18 14:43:50,V,Event,0.0,167,1030401,vancomycin 1000mg vial,2,St Joseph's,43,RX
931,2022-10-18 14:43:50,G,Pick,0.0,167,1030400,vancomycin 1000mg vial,2,St Joseph's,43,RX
932,2022-10-18 14:44:29,V,Event,1.0,20,991816,latanoprost 0.005% op 5ml bottle,2,St Joseph's,43,RX
933,2022-10-18 14:44:29,G,Pick,1.0,20,1012651,latanoprost 0.005% op 5ml bottle,2,St Joseph's,43,RX
934,2022-10-18 14:44:32,I,Issue,1.0,52896,984166,.patient's other medications,2,St Joseph's,81,6TN
935,2022-10-18 14:44:51,I,Issue,1.0,21,1035095,regadenoso 0.4mg/5ml 5ml syringe,2,St Joseph's,71,NCR
936,2022-10-18 14:45:36,I,Issue,1.0,5,1034276,ePHEDrine 25mg/5mL 5mL syringe,2,St Joseph's,12,OR
937,2022-10-18 14:51:17,I,Issue,1.0,323569,985856,.patient's other medications,2,St Joseph's,32,VN 
938,2022-10-18 14:51:30,C,Cycle Count,3.0,3,1021315,CARBOplatin 150mg/15ml 15ml vial,2,St Joseph's,43,RX
939,2022-10-18 14:51:30,C,Cycle Count,3.0,3,1021315,CARBOplatin 150mg/15ml 15ml vial,2,St Joseph's,43,RX
940,2022-10-18 14:51:40,D,Discrepancy,-1.0,6,1021317,CARBOplatin 450mg/45ml 45ml vial,2,St Joseph's,43,RX
941,2022-10-18 14:51:40,C,Cycle Count,6.0,6,1021317,CARBOplatin 450mg/45ml 45ml vial,2,St Joseph's,43,RX
942,2022-10-18 14:52:24,G,Pick,1.0,134,1038492,insulin asp 100units/1ml 3ml pen,2,St Joseph's,43,RX
943,2022-10-18 15:06:27,V,Event,0.0,9103,984063,0.9% sodium chloride 50ml bag,2,St Joseph's,43,RX
944,2022-10-18 15:06:27,I,Issue,1.0,14,991564,witch hazel-glycerin pad 1ea jar,2,St Joseph's,25,BP
945,2022-10-18 15:06:35,D,Discrepancy,3.0,5,1044072,lidocaine  1% 10mg/1ml 5ml vial,2,St Joseph's,644808,KIT
946,2022-10-18 15:06:35,C,Cycle Count,5.0,5,1044072,lidocaine  1% 10mg/1ml 5ml vial,2,St Joseph's,644808,KIT
947,2022-10-18 15:06:46,V,Event,1.0,157,1044595,ketorolac 15mg/1ml 1ml syringe,2,St Joseph's,43,RX
948,2022-10-18 15:07:14,I,Issue,1.0,20,1041559,lidocaine  1% 10mg/1ml 5ml vial,2,St Joseph's,12,OR
949,2022-10-18 15:08:26,V,Event,1.0,31,1038123,acetaminophe 10mg/1mL 100mL vial,2,St Joseph's,43,RX
950,2022-10-18 15:08:26,G,Pick,3.0,31,1038122,acetaminophe 10mg/1mL 100mL vial,2,St Joseph's,43,RX
951,2022-10-18 15:08:22,I,Issue,1.0,7,1038084,albuterol-ipratropium 3ml nebule,2,St Joseph's,18,CICU12
952,2022-10-18 15:08:26,I,Issue,2.0,66,1030708,acetaminophen 325mg tablet,2,St Joseph's,15,ONCOLOGY
953,2022-10-18 15:08:34,N,Null,0.0,0,1008626,"Aux 1, Zone 0",2,St Joseph's,644795,4W SPINE
954,2022-10-18 15:08:39,V,Event,0.0,0,1022496,piperacillin/tazobactam (ZOSYN),2,St Joseph's,43,RX
955,2022-10-18 15:08:39,V,Event,0.0,0,1022496,piperacillin/tazobactam (ZOSYN),2,St Joseph's,43,RX
956,2022-10-18 15:08:39,V,Event,0.0,0,1022496,piperacillin/tazobactam (ZOSYN),2,St Joseph's,43,RX
957,2022-10-18 15:08:39,V,Event,0.0,0,1022496,piperacillin/tazobactam (ZOSYN),2,St Joseph's,43,RX
958,2022-10-18 15:08:39,G,Pick,0.0,0,1022496,piperacillin/tazobactam (ZOSYN),2,St Joseph's,43,RX
959,2022-10-18 15:08:45,I,Issue,1.0,103,1014305,diphenhydrAMINE (BE 25mg capsule,2,St Joseph's,15,ONCOLOGY
960,2022-10-18 15:08:55,D,Discrepancy,1.0,22,1012914,calcium 1000mg/10ml 10ml syringe,2,St Joseph's,644808,KIT
961,2022-10-18 15:08:55,C,Cycle Count,22.0,22,1012914,calcium 1000mg/10ml 10ml syringe,2,St Joseph's,644808,KIT
962,2022-10-18 15:08:58,C,Cycle Count,4.0,4,1018240,propofol (D 10mg/1ml 50ml bottle,2,St Joseph's,644808,KIT
963,2022-10-18 15:09:06,V,Event,1.0,41,997026,nitroglycerin (NITRO 0.2mg patch,2,St Joseph's,43,RX
964,2022-10-18 15:09:06,G,Pick,1.0,41,1010191,nitroglycerin (NITRO 0.2mg patch,2,St Joseph's,43,RX
965,2022-10-18 15:09:13,V,Event,0.0,9,1008505,caffeine citra 20mg/1ml 3ml vial,2,St Joseph's,43,RX
966,2022-10-18 15:09:13,V,Event,0.0,9,1008505,caffeine citra 20mg/1ml 3ml vial,2,St Joseph's,43,RX
967,2022-10-18 15:09:13,G,Pick,0.0,9,1009018,caffeine citra 20mg/1ml 3ml vial,2,St Joseph's,43,RX
968,2022-10-18 15:09:10,I,Issue,1.0,39,1038082,albuterol-ipratropium 3ml nebule,2,St Joseph's,58,2NE
969,2022-10-18 15:09:09,I,Issue,2.0,12,1016562,bisacodyl (DULCOLAX) 5mg tablet,2,St Joseph's,82,7TN
970,2022-10-18 15:09:27,I,Issue,1.0,26,1008077,levalb 1.25mg/0.5ml 0.5ml nebule,2,St Joseph's,80,5TN
971,2022-10-18 15:09:38,I,Issue,1.0,2,983049,labetalol (NOR 5mg/1ml 20ml vial,2,St Joseph's,42,PACU
972,2022-10-18 15:10:22,N,Null,0.0,70,1038674,hydrALAZINE 20mg/1ml 1ml vial,2,St Joseph's,43,RX
973,2022-10-18 15:12:25,V,Event,2.0,10,1045369,cefotaxime sodium 500mg VIAL,2,St Joseph's,43,RX
974,2022-10-18 15:12:47,V,Event,10.0,30,992706,enalaprilat 1.25mg/1ml 1ml vial,2,St Joseph's,43,RX
975,2022-10-18 15:13:19,G,Pick,1.0,0,1037695,cefotaxime 1000mg vial,2,St Joseph's,43,RX
976,2022-10-18 15:13:14,I,Issue,1.0,35,986274,benztropine (COGENTIN 1mg tablet,2,St Joseph's,32,VN 
977,2022-10-18 15:13:19,V,Event,1.0,0,1037696,cefotaxime 1000mg vial,2,St Joseph's,43,RX
978,2022-10-18 15:13:43,G,Pick,1.0,82,1009849,dipyridamole w/ asp 1tab capsule,2,St Joseph's,43,RX
979,2022-10-18 15:13:49,I,Issue,1.0,67,1038077,albuterol-ipratropium 3ml nebule,2,St Joseph's,80,5TN
980,2022-10-18 15:13:50,G,Pick,1.0,35,1014759,mannitol 12.5gm/50ml 50ml vial,2,St Joseph's,644808,KIT
981,2022-10-18 15:13:50,V,Event,2.0,19,972290,sodium bica 50meq/50ml 50ml vial,2,St Joseph's,644808,KIT
982,2022-10-18 15:13:50,I,Issue,1.0,14,1019593,vitamin D 1000units tablet,2,St Joseph's,82,7TN
983,2022-10-18 15:13:50,V,Event,1.0,35,1014761,mannitol 12.5gm/50ml 50ml vial,2,St Joseph's,644808,KIT
984,2022-10-18 15:14:18,I,Issue,1.0,6,996565,multi vit.therapeutic 1ea tablet,2,St Joseph's,82,7TN
985,2022-10-18 15:15:39,G,Pick,3.0,14,1020149,aztreonam 2gm vial,2,St Joseph's,43,RX
986,2022-10-18 15:15:49,V,Event,1.0,47,998996,DOBUTamine 2000mcg/1ml 250ml bag,2,St Joseph's,43,RX
987,2022-10-18 15:15:49,G,Pick,1.0,47,1012622,DOBUTamine 2000mcg/1ml 250ml bag,2,St Joseph's,43,RX
988,2022-10-18 15:16:06,G,Pick,5.0,14,1014745,calcium gluc 100mg/1ml 10ml vial,2,St Joseph's,43,RX
989,2022-10-18 15:16:06,V,Event,5.0,14,1014746,calcium gluc 100mg/1ml 10ml vial,2,St Joseph's,43,RX
990,2022-10-18 15:17:44,I,Issue,1.0,13,1002055,methadone (DOLOPHINE 10mg tablet,2,St Joseph's,64,4P1
991,2022-10-18 15:18:14,G,Pick,10.0,65,1013885,magnesium sulf 4meq/1ml 2ml vial,2,St Joseph's,43,RX
992,2022-10-18 15:18:14,I,Issue,1.0,73424,984285,.patient's other medications,2,St Joseph's,80,5TN
993,2022-10-18 15:18:27,G,Pick,25.0,1322,1033762,HYDROcodone/acetamino 1ea tablet,2,St Joseph's,43,RX
994,2022-10-18 15:18:27,V,Event,25.0,0,970015,HYDROcodone/acetamino 1ea tablet,2,St Joseph's,43,RX
995,2022-10-18 15:18:47,K,Destock,1.0,6,1034383,pneumococcal 13-Va 0.5ml syringe,2,St Joseph's,15,ONCOLOGY
996,2022-10-18 15:18:55,G,Pick,10.0,22,1009079,sterile water 20mL vial,2,St Joseph's,43,RX
